Date,RIC,Currency,Daily Total Return,Price Close,Volume
2026-02-13,ABM.N,USD,2.46316758747698,44.51,153704
2026-02-13,ACRE.N,USD,-2.08333333333334,5.17,254355
2026-02-13,ADM.N,USD,0.01438848920864,69.51,1089827
2026-02-13,ATEX.OQ,USD,8.95114451656987,31.89,180040
2026-02-13,ATMU.N,USD,3.21957501609789,64.12,313337
2026-02-13,BLK.N,USD,1.50431495883973,1071.51,123727
2026-02-13,CACI.N,USD,2.12151979907016,573.3,37732
2026-02-13,CAR.OQ,USD,1.58798283261802,118.35,341813
2026-02-13,CCC.OQ,USD,-0.403225806451604,4.94,4603303
2026-02-13,CEG.OQ,USD,4.45820657685065,288.43,1740775
2026-02-13,COF.N,USD,0.232007346899327,207.37,1084533
2026-02-13,DAKT.OQ,USD,5.16449885233358,27.49,256777
2026-02-13,EEX.N,USD,0.421052631578938,4.77,9841
2026-02-13,FNKO.OQ,USD,-0.277777777777784,3.59,146160
2026-02-13,HALO.OQ,USD,3.2761310452418,79.44,641114
2026-02-13,IART.OQ,USD,4.71785383903793,11.32,249955
2026-02-13,INBK.OQ,USD,0.884744141559057,21.095,15231
2026-02-13,INGN.OQ,USD,-0.518134715025911,5.76,68636
2026-02-13,IR.N,USD,4.57488589321728,98.52,1369163
2026-02-13,IRWD.OQ,USD,-2.38611713665944,4.5,551119
2026-02-13,KNTK.N,USD,2.66930301532377,41.54,327921
2026-02-13,LEA.N,USD,0.833759964894328,137.87,148877
2026-02-13,MMS.N,USD,1.77723511056845,74.69,255108
2026-02-13,MTW.N,USD,3.77358490566039,14.3,113458
2026-02-13,NBIX.OQ,USD,0.828594638505289,124.12,624449
2026-02-13,NKSH.OQ,USD,0.527148128624151,38.14,7202
2026-02-13,NRC.OQ,USD,-5.84567420109119,12.08,37434
2026-02-13,OPK.OQ,USD,1.65289256198347,1.23,580292
2026-02-13,ORRF.OQ,USD,0.695559122525409,37.64,50014
2026-02-13,PL.N,USD,5.25821596244132,22.42,1616912
2026-02-13,PMI.A,USD,-1.88679245283019,1.56,100892
2026-02-13,POR.N,USD,2.85714285714286,54.0,492287
2026-02-13,PSN.N,USD,1.13291846178395,63.38,538397
2026-02-13,PVLA.OQ,USD,-0.585223116313082,81.54,34220
2026-02-13,Q.N,USD,2.90215588723051,111.69,465858
2026-02-13,RIVN.OQ,USD,26.6428571428571,17.73,30435129
2026-02-13,RKT.N,USD,5.23943661971831,18.68,3577490
2026-02-13,SERV.OQ,USD,2.63157894736841,9.555,806485
2026-02-13,SSD.N,USD,-0.095597724774159,209.01,72449
2026-02-13,SWKH.OQ,USD,-0.468384074941442,17.0,2135
2026-02-13,UAL.OQ,USD,-0.009149130832563,109.29,1360212
2026-02-13,VIA.N,USD,3.03030303030304,18.02,196154
2026-02-13,VIRC.OQ,USD,0.96308186195826,6.29,7178
2026-02-13,VMC.N,USD,1.7799453280318,327.65,318896
2026-02-13,VUZI.OQ,USD,2.42914979757083,2.53,191789
2026-02-13,VYX.N,USD,1.49732620320856,9.49,518908
2026-02-13,WING.OQ,USD,-1.04910714285714,221.65,250754
2026-02-13,WM.N,USD,1.51941474395049,234.52,700701
2026-02-13,XP.OQ,USD,0.505816894284276,19.87,2684718
2026-02-13,YEXT.N,USD,4.30711610486892,5.57,638996
2026-02-17,ABM.N,USD,-0.494270950348234,44.29,141644
2026-02-17,ACRE.N,USD,0.773694390715668,5.21,227775
2026-02-17,ADM.N,USD,-0.604229607250772,68.57,1046751
2026-02-17,ATEX.OQ,USD,6.05205393540295,33.82,253637
2026-02-17,ATMU.N,USD,-0.046787273861511,64.09,240519
2026-02-17,BLK.N,USD,0.108258439025308,1072.67,196113
2026-02-17,CACI.N,USD,-1.52974010116867,564.53,51463
2026-02-17,CAR.OQ,USD,3.16856780735108,122.1,357787
2026-02-17,CCC.OQ,USD,2.0242914979757,5.04,4687852
2026-02-17,CEG.OQ,USD,5.05495267482577,303.01,1591883
2026-02-17,COF.N,USD,-0.303804793364515,206.74,945011
2026-02-17,DAKT.OQ,USD,0.072753728628604,27.51,198809
2026-02-17,EEX.N,USD,0.838574423480085,4.81,11651
2026-02-17,FNKO.OQ,USD,2.78551532033426,3.69,389037
2026-02-17,HALO.OQ,USD,1.30916414904331,80.48,839662
2026-02-17,IART.OQ,USD,1.06007067137809,11.44,277517
2026-02-17,INBK.OQ,USD,-1.1140080587817,20.86,14012
2026-02-17,INGN.OQ,USD,-1.21527777777777,5.69,49726
2026-02-17,IR.N,USD,0.243605359317914,98.76,1140728
2026-02-17,IRWD.OQ,USD,6.22222222222223,4.78,583121
2026-02-17,KNTK.N,USD,-1.32402503610977,40.99,279592
2026-02-17,LEA.N,USD,-0.848625516791192,136.7,142178
2026-02-17,MMS.N,USD,-3.13294952470211,72.35,224064
2026-02-17,MTW.N,USD,1.6083916083916,14.53,211267
2026-02-17,NBIX.OQ,USD,2.9326458266194,127.76,540796
2026-02-17,NKSH.OQ,USD,0.183534347142109,38.21,7039
2026-02-17,NRC.OQ,USD,-0.413907284768218,12.03,50470
2026-02-17,OPK.OQ,USD,-0.813008130081302,1.22,409093
2026-02-17,ORRF.OQ,USD,0.265674814027634,37.74,46470
2026-02-17,PL.N,USD,-0.936663693131137,22.21,1509785
2026-02-17,PMI.A,USD,-7.05128205128206,1.45,38140
2026-02-17,POR.N,USD,-2.66666666666666,52.56,718605
2026-02-17,PSN.N,USD,-3.10823603660462,61.41,380212
2026-02-17,PVLA.OQ,USD,-1.77826833455973,80.09,49916
2026-02-17,Q.N,USD,0.22383382576775,111.94,404327
2026-02-17,RIVN.OQ,USD,-7.10659898477158,16.47,19190180
2026-02-17,RKT.N,USD,-1.65952890792291,18.37,5010300
2026-02-17,SERV.OQ,USD,-2.98273155416013,9.27,853803
2026-02-17,SSD.N,USD,-1.42576910195684,206.03,63756
2026-02-17,SWKH.OQ,USD,1.11764705882354,17.19,1058
2026-02-17,UAL.OQ,USD,4.32793485222801,114.02,1036298
2026-02-17,VIA.N,USD,-6.88124306326303,16.78,183064
2026-02-17,VIRC.OQ,USD,-0.158982511923685,6.28,12530
2026-02-17,VMC.N,USD,-7.76133068823438,302.22,454350
2026-02-17,VUZI.OQ,USD,4.34782608695653,2.64,161625
2026-02-17,VYX.N,USD,-2.42360379346681,9.26,435568
2026-02-17,WING.OQ,USD,13.5935032709226,251.78,562499
2026-02-17,WM.N,USD,0.298482005799074,235.22,900232
2026-02-17,XP.OQ,USD,-0.905888273779566,19.69,1339122
2026-02-17,YEXT.N,USD,-0.897666068222634,5.52,602528
2026-02-18,ABM.N,USD,1.78369835177241,45.08,161374
2026-02-18,ACRE.N,USD,-1.15163147792706,5.15,178095
2026-02-18,ADM.N,USD,-1.53128190170628,67.52,1294535
2026-02-18,ATEX.OQ,USD,-2.77942046126552,32.88,225230
2026-02-18,ATMU.N,USD,0.234045872991093,64.24,341380
2026-02-18,BLK.N,USD,1.82628394566828,1092.26,191031
2026-02-18,CACI.N,USD,0.435760721307997,566.99,50165
2026-02-18,CAR.OQ,USD,0.982800982800985,123.3,373694
2026-02-18,CCC.OQ,USD,1.58730158730159,5.12,3642219
2026-02-18,CEG.OQ,USD,-2.95699811887396,294.05,1270116
2026-02-18,COF.N,USD,1.51881590403405,209.88,1450227
2026-02-18,DAKT.OQ,USD,-0.109051254089426,27.48,127882
2026-02-18,EEX.N,USD,0.207900207900222,4.82,7972
2026-02-18,FNKO.OQ,USD,14.3631436314363,4.22,396018
2026-02-18,HALO.OQ,USD,-9.00844930417495,73.23,2007732
2026-02-18,IART.OQ,USD,4.80769230769231,11.99,434502
2026-02-18,INBK.OQ,USD,-0.383509108341315,20.78,12562
2026-02-18,INGN.OQ,USD,2.46045694200351,5.83,55577
2026-02-18,IR.N,USD,-1.57958687727825,97.2,951807
2026-02-18,IRWD.OQ,USD,0.0,4.78,550363
2026-02-18,KNTK.N,USD,8.66064893876555,44.54,810747
2026-02-18,LEA.N,USD,0.146305779078286,136.9,142584
2026-02-18,MMS.N,USD,4.0497581202488,75.28,170214
2026-02-18,MTW.N,USD,-1.72057811424639,14.28,92748
2026-02-18,NBIX.OQ,USD,0.485284909204751,128.38,361157
2026-02-18,NKSH.OQ,USD,-0.314053912588321,38.09,5596
2026-02-18,NRC.OQ,USD,2.49376558603492,12.33,32743
2026-02-18,OPK.OQ,USD,0.0,1.22,345348
2026-02-18,ORRF.OQ,USD,-0.317965023847389,37.62,89928
2026-02-18,PL.N,USD,6.88878883385861,23.74,2067195
2026-02-18,PMI.A,USD,-1.37931034482759,1.43,23292
2026-02-18,POR.N,USD,-3.00608828006089,50.98,1628214
2026-02-18,PSN.N,USD,3.76160234489497,63.72,448260
2026-02-18,PVLA.OQ,USD,-0.611811711824209,79.6,61887
2026-02-18,Q.N,USD,2.95694121850992,115.25,439769
2026-02-18,RIVN.OQ,USD,-1.94292653309047,16.15,7699724
2026-02-18,RKT.N,USD,0.435492651061504,18.45,3143489
2026-02-18,SERV.OQ,USD,1.40237324703345,9.4,616333
2026-02-18,SSD.N,USD,-1.30078143959618,203.35,53886
2026-02-18,SWKH.OQ,USD,-1.2216404886562,16.98,3304
2026-02-18,UAL.OQ,USD,2.55218382739871,116.93,2459036
2026-02-18,VIA.N,USD,-1.60905840286055,16.51,161255
2026-02-18,VIRC.OQ,USD,0.0,6.28,22886
2026-02-18,VMC.N,USD,-0.946330487724179,299.36,344752
2026-02-18,VUZI.OQ,USD,-2.27272727272727,2.58,180057
2026-02-18,VYX.N,USD,5.18358531317495,9.74,845542
2026-02-18,WING.OQ,USD,10.8427992692033,279.08,732016
2026-02-18,WM.N,USD,-0.493155343933338,234.06,571333
2026-02-18,XP.OQ,USD,2.38699847638395,20.16,2060650
2026-02-18,YEXT.N,USD,0.181159420289867,5.53,683258
2026-02-18,ABM.N,USD,1.78369835177241,45.08,
2026-02-18,ACRE.N,USD,-1.15163147792706,5.15,
2026-02-18,ADM.N,USD,-1.53128190170628,67.52,
2026-02-18,ATEX.OQ,USD,-2.77942046126552,32.88,
2026-02-18,ATMU.N,USD,0.234045872991093,64.24,
2026-02-18,BLK.N,USD,1.82628394566828,1092.26,
2026-02-18,CACI.N,USD,0.435760721307997,566.99,
2026-02-18,CAR.OQ,USD,0.982800982800985,123.3,
2026-02-18,CCC.OQ,USD,1.58730158730159,5.12,
2026-02-18,CEG.OQ,USD,-2.95699811887396,294.05,
2026-02-18,COF.N,USD,1.51881590403405,209.88,
2026-02-18,DAKT.OQ,USD,-0.109051254089426,27.48,
2026-02-18,EEX.N,USD,0.207900207900222,4.82,
2026-02-18,FNKO.OQ,USD,14.3631436314363,4.22,
2026-02-18,HALO.OQ,USD,-9.00844930417495,73.23,
2026-02-18,IART.OQ,USD,4.80769230769231,11.99,
2026-02-18,INBK.OQ,USD,-0.383509108341315,20.78,
2026-02-18,INGN.OQ,USD,2.46045694200351,5.83,
2026-02-18,IR.N,USD,-1.57958687727825,97.2,
2026-02-18,IRWD.OQ,USD,0.0,4.78,
2026-02-18,KNTK.N,USD,8.66064893876555,44.54,
2026-02-18,LEA.N,USD,0.146305779078286,136.9,
2026-02-18,MMS.N,USD,4.0497581202488,75.28,
2026-02-18,MTW.N,USD,-1.72057811424639,14.28,
2026-02-18,NBIX.OQ,USD,0.485284909204751,128.38,
2026-02-18,NKSH.OQ,USD,-0.314053912588321,38.09,
2026-02-18,NRC.OQ,USD,2.49376558603492,12.33,
2026-02-18,OPK.OQ,USD,0.0,1.22,
2026-02-18,ORRF.OQ,USD,-0.317965023847389,37.62,
2026-02-18,PL.N,USD,6.88878883385861,23.74,
2026-02-18,PMI.A,USD,-1.37931034482759,1.43,
2026-02-18,POR.N,USD,-3.00608828006089,50.98,
2026-02-18,PSN.N,USD,3.76160234489497,63.72,
2026-02-18,PVLA.OQ,USD,-0.611811711824209,79.6,
2026-02-18,Q.N,USD,2.95694121850992,115.25,
2026-02-18,RIVN.OQ,USD,-1.94292653309047,16.15,
2026-02-18,RKT.N,USD,0.435492651061504,18.45,
2026-02-18,SERV.OQ,USD,1.40237324703345,9.4,
2026-02-18,SSD.N,USD,-1.30078143959618,203.35,
2026-02-18,SWKH.OQ,USD,-1.2216404886562,16.98,
2026-02-18,UAL.OQ,USD,2.55218382739871,116.93,
2026-02-18,VIA.N,USD,-1.60905840286055,16.51,
2026-02-18,VIRC.OQ,USD,0.0,6.28,
2026-02-18,VMC.N,USD,-0.946330487724179,299.36,
2026-02-18,VUZI.OQ,USD,-2.27272727272727,2.58,
2026-02-18,VYX.N,USD,5.18358531317495,9.74,
2026-02-18,WING.OQ,USD,10.8427992692033,279.08,
2026-02-18,WM.N,USD,-0.493155343933338,234.06,
2026-02-18,XP.OQ,USD,2.38699847638395,20.16,
2026-02-18,YEXT.N,USD,0.181159420289867,5.53,
2026-02-19,ABM.N,,,,0
2026-02-19,ACRE.N,,,,0
2026-02-19,ADM.N,,,,0
2026-02-19,ATEX.OQ,,,,0
2026-02-19,ATMU.N,,,,0
2026-02-19,BLK.N,,,,0
2026-02-19,CACI.N,,,,0
2026-02-19,CAR.OQ,,,,0
2026-02-19,CCC.OQ,,,,0
2026-02-19,CEG.OQ,,,,0
2026-02-19,COF.N,,,,0
2026-02-19,DAKT.OQ,,,,0
2026-02-19,EEX.N,,,,0
2026-02-19,FNKO.OQ,,,,0
2026-02-19,HALO.OQ,,,,0
2026-02-19,IART.OQ,,,,0
2026-02-19,INBK.OQ,,,,0
2026-02-19,INGN.OQ,,,,0
2026-02-19,IR.N,,,,0
2026-02-19,IRWD.OQ,,,,0
2026-02-19,KNTK.N,,,,0
2026-02-19,LEA.N,,,,0
2026-02-19,MMS.N,,,,0
2026-02-19,MTW.N,,,,0
2026-02-19,NBIX.OQ,,,,0
2026-02-19,NKSH.OQ,,,,0
2026-02-19,NRC.OQ,,,,0
2026-02-19,OPK.OQ,,,,0
2026-02-19,ORRF.OQ,,,,0
2026-02-19,PL.N,,,,0
2026-02-19,PMI.A,,,,0
2026-02-19,POR.N,,,,0
2026-02-19,PSN.N,,,,0
2026-02-19,PVLA.OQ,,,,0
2026-02-19,Q.N,,,,0
2026-02-19,RIVN.OQ,,,,0
2026-02-19,RKT.N,,,,0
2026-02-19,SERV.OQ,,,,0
2026-02-19,SSD.N,,,,0
2026-02-19,SWKH.OQ,,,,0
2026-02-19,UAL.OQ,,,,0
2026-02-19,VIA.N,,,,0
2026-02-19,VIRC.OQ,,,,0
2026-02-19,VMC.N,,,,0
2026-02-19,VUZI.OQ,,,,0
2026-02-19,VYX.N,,,,0
2026-02-19,WING.OQ,,,,0
2026-02-19,WM.N,,,,0
2026-02-19,XP.OQ,,,,0
2026-02-19,YEXT.N,,,,0
2026-02-13,ACU.A,USD,0.203896692342538,44.23,1370
2026-02-13,ADPT.OQ,USD,3.21750321750322,16.04,483822
2026-02-13,ALAB.OQ,USD,2.16463896350134,129.32,2120604
2026-02-13,ALTG.N,USD,0.453857791225406,6.64,75983
2026-02-13,AMAL.OQ,USD,2.70471464019852,41.39,55873
2026-02-13,AMD.OQ,USD,0.670098086821402,207.32,6508618
2026-02-13,AMSF.OQ,USD,-0.809399477806776,37.99,41380
2026-02-13,ASGN.N,USD,-1.00358422939068,41.43,309991
2026-02-13,ATKR.N,USD,1.36861313868612,66.66,80539
2026-02-13,AU.N,USD,4.86011649002195,109.82,389942
2026-02-13,AVY.N,USD,0.127844541038098,195.8,155560
2026-02-13,BBSI.OQ,USD,0.748765333758163,31.62,98192
2026-02-13,BCO.N,USD,1.23944534820667,130.69,73511
2026-02-13,CAKE.OQ,USD,-0.034077355597199,58.67,319878
2026-02-13,CDNA.OQ,USD,2.77486910994763,19.63,202776
2026-02-13,CMI.N,USD,2.07544285738549,601.01,245692
2026-02-13,CVRX.OQ,USD,-13.0052724077329,4.95,213352
2026-02-13,DCOM.OQ,USD,0.513405590416428,35.24,86291
2026-02-13,DOCS.N,USD,1.25455281262646,25.02,1109078
2026-02-13,FLEX.OQ,USD,2.61980830670925,64.24,1498057
2026-02-13,FMNB.OQ,USD,0.665680473372781,13.44,368672
2026-02-13,FTI.N,USD,0.524246395806029,61.36,835265
2026-02-13,HE.N,USD,3.19018404907975,16.82,985529
2026-02-13,HROW.OQ,USD,1.20967741935484,47.69,115554
2026-02-13,KODK.N,USD,1.85922974767596,7.67,104978
2026-02-13,LFUS.OQ,USD,0.635356023287069,359.55,64435
2026-02-13,MCS.N,USD,1.51994933502218,16.03,53652
