Date,RIC,Currency,Price to Earning
2026-02-19,ABBN.S,CHF,39.207907189635
2026-02-19,ABNd.AS,EUR,11.6793645647593
2026-02-19,ABVX.PA,EUR,
2026-02-19,AD.AS,EUR,17.6305431529582
2026-02-19,ADML.L,GBp,10.5430214883915
2026-02-19,ADP.PA,EUR,31.1704719323362
2026-02-19,ALEP.WA,PLN,25.6004717992709
2026-02-19,ALKb.CO,DKK,44.207865383031
2026-02-19,ANA.MC,EUR,12.8792861420059
2026-02-19,BC8G.DE,EUR,19.2120821869695
2026-02-19,BEIG.DE,EUR,26.9966909734011
2026-02-19,BNRGn.DE,EUR,18.7178254962091
2026-02-19,BZU.MI,EUR,9.74408287868277
2026-02-19,CABK.MC,EUR,15.1785967600079
2026-02-19,CARLb.CO,DKK,22.1416988648876
2026-02-19,CAST.ST,SEK,55.1634110779499
2026-02-19,CRDA.L,GBp,29.4226406420212
2026-02-19,DBKGn.DE,EUR,12.1237008184794
2026-02-19,DCC.L,GBp,47.8689128233453
2026-02-19,DKSH.S,CHF,20.3675133351081
2026-02-19,DLG.MI,EUR,17.9567796335483
2026-02-19,ERICb.ST,SEK,13.7762141093369
2026-02-19,FRAG.DE,EUR,16.4208149618887
2026-02-19,GRLS.MC,EUR,20.4292804424665
2026-02-19,HPOLb.ST,SEK,13.4548464924332
2026-02-19,IBE.MC,EUR,23.7599659180817
2026-02-19,ITX.MC,EUR,29.8900282283243
2026-02-19,LDOF.MI,EUR,32.2885021298412
2026-02-19,LEGD.PA,EUR,32.3999743112196
2026-02-19,LONN.S,CHF,41.5901630223112
2026-02-19,MICCT.AS,EUR,14.4222561778808
2026-02-19,MKS.L,GBp,424.385026737968
2026-02-19,MOBN.S,CHF,14.7303604672766
2026-02-19,MRL.MC,EUR,12.0360297637179
2026-02-19,NESTE.HE,EUR,
2026-02-19,NKT.CO,DKK,25.8464163375575
2026-02-19,PGHN.S,CHF,19.8945640528294
2026-02-19,SABE.MC,EUR,13.3973879045005
2026-02-19,SAVE.ST,SEK,25.8255162455383
2026-02-19,SFSN.S,CHF,20.1917391741151
2026-02-19,SIKA.S,CHF,23.6760037695608
2026-02-19,SKAb.ST,SEK,18.1064108073518
2026-02-19,SOPR.PA,EUR,8.54529891936249
2026-02-19,SPX.L,GBp,35.4806595174994
2026-02-19,SUN.S,CHF,22.1625452984456
2026-02-19,TE.PA,EUR,15.4173795915396
2026-02-19,TECN.S,CHF,27.028062021441
2026-02-19,TSCO.L,GBp,21.9173247452243
2026-02-19,UU.L,GBp,22.7353977630616
2026-02-19,WEIR.L,GBp,28.9770110129392
2026-02-20,ABBN.S,CHF,36.3781636869452
2026-02-20,ABNd.AS,EUR,11.7523099367807
2026-02-20,ABVX.PA,EUR,
2026-02-20,AD.AS,EUR,17.6525813318994
2026-02-20,ADML.L,GBp,10.7292939528507
2026-02-20,ADP.PA,EUR,30.7044681991286
2026-02-20,ALEP.WA,PLN,24.7247837586675
2026-02-20,ALKb.CO,DKK,43.1227632327203
2026-02-20,ANA.MC,EUR,12.9250966110069
2026-02-20,BC8G.DE,EUR,19.3174500965873
2026-02-20,BEIG.DE,EUR,26.9840224182752
2026-02-20,BNRGn.DE,EUR,18.6901670913384
2026-02-20,BZU.MI,EUR,9.81205555366743
2026-02-20,CABK.MC,EUR,15.554515277896
2026-02-20,CARLb.CO,DKK,22.1639428862508
2026-02-20,CAST.ST,SEK,60.5586874476921
2026-02-20,CRDA.L,GBp,29.9823104368423
2026-02-20,DBKGn.DE,EUR,12.3788526936463
2026-02-20,DCC.L,GBp,47.6848016201786
2026-02-20,DKSH.S,CHF,20.3033636868086
2026-02-20,DLG.MI,EUR,18.0864314720577
2026-02-20,ERICb.ST,SEK,13.8304244944204
2026-02-20,FRAG.DE,EUR,16.3813418489996
2026-02-20,GRLS.MC,EUR,20.3926524183653
2026-02-20,HPOLb.ST,SEK,13.7384796200734
2026-02-20,IBE.MC,EUR,24.0581827034264
2026-02-20,ITX.MC,EUR,29.7558533778519
2026-02-20,LDOF.MI,EUR,32.1357862413893
2026-02-20,LEGD.PA,EUR,32.967268212275
2026-02-20,LONN.S,CHF,41.4510654871196
2026-02-20,MICCT.AS,EUR,14.8416671057485
2026-02-20,MKS.L,GBp,424.705882352942
2026-02-20,MOBN.S,CHF,14.6924444815179
2026-02-20,MRL.MC,EUR,12.0360297637179
2026-02-20,NESTE.HE,EUR,
2026-02-20,NKT.CO,DKK,26.1261231783659
2026-02-20,PGHN.S,CHF,20.2746314820336
2026-02-20,SABE.MC,EUR,13.6719074952167
2026-02-20,SAVE.ST,SEK,26.1079552475401
2026-02-20,SFSN.S,CHF,20.3564352522073
2026-02-20,SIKA.S,CHF,24.5129950648513
